order_id,order_date,ship_date,ship_mode,order_priority,customer_id
IN-2013-11420,2023-10-06,2023-10-11,Standard Class,High,SF-20200
IN-2014-25028,2024-06-16,2024-06-20,Second Class,Medium,BS-11365
CA-2014-169411,2024-12-25,2024-12-30,Standard Class,High,AC-10615
CA-2013-111696,2023-05-09,2023-05-11,First Class,High,TB-21625
CA-2012-100251,2022-05-17,2022-05-23,Standard Class,Medium,DV-13465
NI-2014-6050,2024-01-06,2024-01-10,Standard Class,Medium,SC-10800
IR-2012-5410,2022-11-17,2022-11-22,Standard Class,Medium,PF-9165
GG-2014-3580,2024-08-11,2024-08-18,Standard Class,Medium,LC-7140
SO-2014-3310,2024-08-21,2024-08-25,Standard Class,Medium,SM-10905
UP-2013-7100,2023-12-18,2023-12-21,First Class,Critical,RA-9885
MX-2013-160395,2023-07-04,2023-07-09,Standard Class,High,RK-19300
MX-2014-110296,2024-10-28,2024-11-03,Standard Class,Medium,KH-16630
MX-2012-158750,2022-11-14,2022-11-21,Standard Class,Medium,MC-17590
MX-2011-132059,2021-06-30,2021-07-06,Standard Class,Medium,HK-14890
US-2013-109820,2023-11-21,2023-11-25,Standard Class,Medium,TB-21595
MX-2013-151050,2023-03-11,2023-03-14,First Class,Medium,HP-14815
IT-2014-3245851,2024-05-02,2024-05-05,Second Class,Medium,LB-16795
IT-2011-2289083,2021-06-24,2021-06-30,Standard Class,Medium,TS-21430
IN-2012-36410,2022-12-31,2023-01-05,Standard Class,Medium,HR-14770
IN-2011-42542,2021-10-26,2021-10-30,Second Class,High,CD-11920
CA-2012-153220,2022-11-12,2022-11-14,First Class,High,YC-21895
CA-2013-156251,2023-08-14,2023-08-19,Second Class,Medium,TS-21160
CA-2013-169334,2023-10-22,2023-10-25,Second Class,Medium,GW-14605
CA-2013-137652,2023-08-29,2023-08-31,First Class,Medium,EB-13750
CA-2014-160661,2024-10-29,2024-11-02,Standard Class,High,SA-20830
TU-2012-400,2022-09-27,2022-10-04,Standard Class,Low,JB-6045
MX-2012-169390,2022-11-05,2022-11-08,Second Class,High,AB-10105
MX-2012-142664,2022-08-22,2022-08-28,Standard Class,Medium,HH-15010
ID-2014-21346,2024-06-13,2024-06-18,Standard Class,Medium,PF-19165
IN-2013-59132,2023-10-02,2023-10-06,Standard Class,Medium,NS-18640
ID-2011-69772,2021-05-20,2021-05-27,Standard Class,Medium,MA-17560
CA-2013-121356,2023-11-21,2023-11-25,Standard Class,Medium,SJ-20500
EZ-2011-3160,2021-06-27,2021-06-28,First Class,High,RW-9540
SO-2014-5580,2024-05-26,2024-05-31,Standard Class,Medium,MK-7905
MX-2013-131541,2023-06-26,2023-06-30,Second Class,Medium,IG-15085
MX-2013-117149,2023-10-10,2023-10-15,Standard Class,Medium,BT-11485
CA-2014-137344,2024-08-21,2024-08-21,Same Day,Medium,EM-13810
CA-2011-109918,2021-09-07,2021-09-12,Second Class,Medium,LR-17035
BU-2011-1220,2021-08-06,2021-08-08,Second Class,Critical,ME-7725
CA-2011-2590,2021-05-21,2021-05-28,Standard Class,Medium,CS-1950
UG-2014-770,2024-07-03,2024-07-03,Same Day,Critical,AG-675
SF-2014-4250,2024-06-05,2024-06-10,Standard Class,Medium,GB-4575
MX-2014-101112,2024-12-29,2024-12-31,Second Class,Critical,MG-18145
MX-2013-110982,2023-05-22,2023-05-25,First Class,High,JS-16030
MX-2011-131324,2021-09-27,2021-10-04,Standard Class,Medium,RH-19555
ES-2012-1404988,2022-10-17,2022-10-22,Standard Class,Medium,JE-15610
IN-2012-52657,2022-12-17,2022-12-19,Second Class,High,BV-11245
IN-2014-16579,2024-06-24,2024-06-29,Second Class,Medium,BS-11590
CA-2011-156545,2021-02-28,2021-03-03,First Class,Medium,JS-16030
US-2011-164644,2021-07-22,2021-07-24,Second Class,High,JL-15850
CM-2014-400,2024-06-27,2024-07-01,Standard Class,Medium,BD-1560
MG-2012-4560,2022-09-18,2022-09-24,Standard Class,Medium,AT-435
TU-2014-950,2024-07-07,2024-07-12,Standard Class,High,LF-7185
MX-2012-113677,2022-12-14,2022-12-18,Second Class,Medium,RD-19930
MX-2012-166751,2022-10-24,2022-10-29,Standard Class,Medium,AJ-10780
US-2013-103422,2023-09-14,2023-09-18,Standard Class,Medium,DL-12925
MX-2013-151141,2023-03-08,2023-03-15,Standard Class,Medium,MT-17815
MX-2013-135027,2023-08-14,2023-08-18,Standard Class,Medium,FM-14215
US-2011-147648,2021-11-26,2021-12-01,Standard Class,Medium,LS-16975
CA-2011-116785,2021-04-26,2021-04-30,Standard Class,High,MH-17290
CA-2011-104808,2021-02-05,2021-02-09,Second Class,High,MH-17440
PL-2013-10,2023-05-21,2023-05-26,Standard Class,Medium,CL-1890
MO-2012-9380,2022-09-27,2022-10-02,Standard Class,High,KD-6615
IZ-2013-4050,2023-09-20,2023-09-25,Standard Class,Medium,DK-2835
SF-2013-4200,2023-12-26,2023-12-28,Second Class,Medium,BM-1140
UP-2012-7610,2022-01-06,2022-01-12,Standard Class,Medium,IL-5100
MX-2014-108007,2024-04-05,2024-04-10,Standard Class,Medium,AS-10090
MX-2014-160507,2024-10-08,2024-10-12,Standard Class,High,LS-17245
MX-2011-109029,2021-07-19,2021-07-21,First Class,High,AW-10840
MX-2011-147494,2021-03-31,2021-04-06,Standard Class,Low,RP-19270
ES-2011-5186238,2021-10-26,2021-10-31,Standard Class,Medium,DJ-13630
IN-2012-59139,2022-06-21,2022-06-26,Standard Class,High,JH-15910
IN-2014-12253,2024-10-29,2024-11-02,Second Class,High,TS-21205
IN-2014-36046,2024-10-04,2024-10-09,Standard Class,High,DK-12895
ID-2012-82701,2022-08-27,2022-08-31,Standard Class,Medium,DF-13135
ID-2012-83331,2022-06-26,2022-07-01,Standard Class,Medium,LT-16765
CA-2011-114125,2021-07-09,2021-07-13,Standard Class,High,GH-14410
CA-2012-108259,2022-11-08,2022-11-15,Standard Class,Low,NS-18640
CA-2014-130148,2024-09-25,2024-09-29,Second Class,Medium,NK-18490
TU-2013-2860,2023-12-17,2023-12-24,Standard Class,Medium,TH-11235
IV-2012-3380,2022-06-13,2022-06-13,Same Day,Medium,JK-5730
MX-2011-168662,2021-10-13,2021-10-18,Second Class,Medium,KC-16255
US-2014-155425,2024-03-05,2024-03-11,Standard Class,Medium,JC-16105
MX-2012-103891,2022-12-12,2022-12-17,Standard Class,Medium,JH-15985
ES-2012-5994251,2022-04-10,2022-04-12,Second Class,Medium,TB-21520
ES-2012-3831961,2022-08-23,2022-08-29,Standard Class,Medium,YS-21880
IN-2014-30173,2024-05-27,2024-05-31,Standard Class,Medium,KL-16645
IN-2011-12547,2021-07-18,2021-07-22,Standard Class,Medium,TW-21025
IN-2011-12890,2021-06-21,2021-06-25,Standard Class,Medium,CT-11995
CA-2013-137736,2023-11-11,2023-11-16,Standard Class,Medium,DC-13285
CA-2011-127523,2021-05-11,2021-05-18,Standard Class,Medium,BG-11695
CA-2012-144722,2022-03-16,2022-03-23,Standard Class,Medium,MF-18250
CA-2013-8120,2023-03-16,2023-03-20,Second Class,High,CC-2220
BN-2011-1530,2021-01-29,2021-02-04,Standard Class,Medium,NB-8655
IV-2011-100,2021-11-28,2021-11-30,Second Class,High,SF-10200
MX-2014-140207,2024-03-13,2024-03-18,Standard Class,Medium,CM-12115
US-2013-106593,2023-09-17,2023-09-22,Standard Class,Medium,EM-13810
MX-2014-160199,2024-10-28,2024-11-01,Standard Class,Medium,DL-13330
US-2011-161200,2021-03-11,2021-03-13,First Class,High,MH-17455
MX-2012-149531,2022-10-04,2022-10-09,Standard Class,Medium,CL-11890
ES-2014-1271577,2024-08-06,2024-08-10,Standard Class,Medium,JF-15415
ES-2013-3375106,2023-12-25,2023-12-30,Standard Class,Medium,SJ-20215
ES-2013-5160720,2023-08-01,2023-08-06,Second Class,Medium,KH-16630
ES-2013-4717909,2023-09-26,2023-09-30,Second Class,Medium,SC-20575
ID-2011-13114,2021-12-14,2021-12-19,Standard Class,Medium,DB-13060
IN-2014-72796,2024-06-10,2024-06-14,Standard Class,Medium,CD-12280
CA-2012-107020,2022-07-10,2022-07-14,Standard Class,High,MV-18190
TU-2014-7980,2024-01-18,2024-01-25,Standard Class,Medium,HR-4830
TU-2012-9080,2022-06-23,2022-06-29,Standard Class,Medium,PW-9030
NI-2011-7970,2021-02-03,2021-02-07,Standard Class,High,DB-3210
MX-2014-118787,2024-05-14,2024-05-18,Standard Class,Medium,HA-14905
MX-2011-130218,2021-12-09,2021-12-13,Standard Class,High,SJ-20500
ES-2011-5158376,2021-01-24,2021-01-26,Second Class,High,JS-15940
ID-2011-13170,2021-12-15,2021-12-20,Standard Class,Medium,AG-10525
ID-2014-28941,2024-09-06,2024-09-11,Second Class,High,EM-13960
IN-2013-13583,2023-05-09,2023-05-16,Standard Class,Medium,BF-11080
CA-2014-126382,2024-06-04,2024-06-08,Standard Class,Medium,HK-14890
US-2013-137295,2023-01-08,2023-01-13,Standard Class,Medium,VS-21820
TU-2012-2150,2022-10-03,2022-10-06,First Class,Critical,MV-7485
CG-2012-1060,2022-10-18,2022-10-20,First Class,High,EN-3780
MX-2012-107174,2022-06-28,2022-07-02,Standard Class,Medium,RD-19480
MX-2013-169243,2023-12-25,2024-01-01,Standard Class,Low,LD-16855
MX-2012-146472,2022-05-23,2022-05-28,Standard Class,Medium,JB-16045
ES-2013-1081150,2023-08-31,2023-09-07,Standard Class,Low,JR-16210
IN-2013-31384,2023-03-25,2023-04-01,Standard Class,Medium,SW-20245
ID-2013-47939,2023-08-23,2023-08-27,Second Class,Medium,RE-19405
IN-2012-58789,2022-10-16,2022-10-20,Standard Class,High,TM-21490
CA-2013-132409,2023-05-27,2023-06-02,Standard Class,Medium,TH-21235
CA-2013-149195,2023-09-06,2023-09-08,Second Class,High,DM-13525
CA-2012-119634,2022-08-11,2022-08-16,Standard Class,Medium,BW-11065
CA-2013-128706,2023-02-27,2023-03-03,Standard Class,High,DW-13540
US-2013-135209,2023-12-30,2024-01-01,Second Class,High,MH-17290
RW-2014-950,2024-07-17,2024-07-21,Standard Class,High,DW-3480
PL-2013-8130,2023-06-03,2023-06-07,Standard Class,High,AH-30
MX-2011-101665,2021-09-06,2021-09-11,Standard Class,Medium,TZ-21445
ES-2013-3731878,2023-08-12,2023-08-19,Standard Class,Medium,ST-20530
US-2013-114622,2023-04-11,2023-04-13,First Class,Critical,JR-16210
CA-2013-149111,2023-04-18,2023-04-22,Second Class,Medium,BF-11170
CA-2014-100601,2024-11-17,2024-11-21,Standard Class,Medium,JK-15370
CA-2014-167003,2024-05-24,2024-05-30,Standard Class,Medium,VS-21820
CA-2013-121993,2023-06-11,2023-06-13,First Class,Medium,JB-16000
CA-2012-120446,2022-11-16,2022-11-18,First Class,High,JG-15805
CA-2014-148145,2024-03-19,2024-03-24,Standard Class,Medium,SW-20275
IS-2013-3280,2023-04-12,2023-04-14,Second Class,Medium,JB-5925
NI-2012-4680,2022-02-24,2022-02-26,Second Class,High,KF-6285
PL-2014-5040,2024-01-09,2024-01-13,Second Class,High,CR-2820
CA-2014-7630,2024-09-17,2024-09-21,Standard Class,Medium,KT-6465
MX-2012-151463,2022-05-09,2022-05-11,Second Class,Critical,RO-19780
ES-2013-1244729,2023-03-14,2023-03-18,Standard Class,Medium,MO-17950
ES-2013-5080538,2023-11-01,2023-11-06,Second Class,Medium,ME-18010
ES-2012-2701376,2022-02-28,2022-03-06,Standard Class,Medium,EL-13735
IN-2012-65397,2022-11-29,2022-12-03,Standard Class,High,AT-10435
ID-2011-54974,2021-08-16,2021-08-21,Standard Class,Medium,KC-16255
IN-2013-45517,2023-12-27,2023-12-31,Standard Class,High,BS-11590
IN-2012-10209,2022-07-05,2022-07-12,Standard Class,Medium,MF-18250
CA-2011-133424,2021-03-30,2021-04-04,Standard Class,Medium,Dl-13600
AO-2014-620,2024-08-25,2024-08-30,Standard Class,Medium,AZ-750
US-2012-165015,2022-04-02,2022-04-04,Second Class,Medium,GM-14500
US-2014-113019,2024-11-19,2024-11-24,Standard Class,High,CM-12445
ES-2012-1632329,2022-12-17,2022-12-19,Second Class,High,MC-17590
IT-2012-4530181,2022-12-26,2022-12-30,Second Class,Medium,HZ-14950
CA-2012-149678,2022-04-13,2022-04-15,Second Class,Critical,AW-10840
UP-2012-4460,2022-01-08,2022-01-12,Standard Class,High,SL-10155
TU-2013-480,2023-06-04,2023-06-08,Standard Class,Medium,GH-4665
EG-2014-4770,2024-04-04,2024-04-11,Standard Class,Low,BP-1185
IZ-2011-8780,2021-11-09,2021-11-11,First Class,High,MF-8250
MX-2012-124702,2022-10-18,2022-10-21,First Class,High,CC-12220
IT-2014-3322102,2024-06-18,2024-06-24,Standard Class,Medium,CR-12625
ES-2014-5218647,2024-06-25,2024-07-02,Standard Class,Low,BE-11455
IT-2011-3466484,2021-06-09,2021-06-12,Second Class,Medium,GP-14740
ES-2013-3632888,2023-08-24,2023-08-30,Standard Class,Medium,HR-14830
IN-2011-46805,2021-09-19,2021-09-22,First Class,Medium,TC-21535
ID-2014-52013,2024-12-02,2024-12-04,Second Class,High,JH-15430
IN-2014-84570,2024-09-04,2024-09-06,Second Class,Medium,SC-20575
CA-2014-133074,2024-09-22,2024-09-26,Standard Class,High,DB-13615
TU-2013-1630,2023-06-08,2023-06-12,Standard Class,Medium,LD-7005
GH-2014-3260,2024-09-18,2024-09-18,Same Day,Medium,MH-7440
IS-2013-7490,2023-11-20,2023-11-21,First Class,High,SD-10485
NI-2012-260,2022-12-06,2022-12-11,Standard Class,Medium,MK-7905
MX-2014-130120,2024-06-25,2024-06-28,First Class,High,CA-12055
MX-2013-142846,2023-04-11,2023-04-15,Standard Class,Medium,MR-17545
ES-2014-4244280,2024-08-20,2024-08-23,First Class,High,LW-17125
IN-2012-31405,2022-08-30,2022-09-04,Second Class,Medium,AH-10465
IN-2012-76926,2022-10-27,2022-10-31,Standard Class,Medium,KM-16660
IN-2011-54155,2021-08-12,2021-08-16,Standard Class,Medium,MA-17560
CA-2014-128475,2024-08-27,2024-09-02,Standard Class,Medium,SC-20680
CA-2013-122511,2023-03-12,2023-03-12,Same Day,Medium,BT-11485
SF-2014-3620,2024-04-24,2024-04-26,First Class,High,RS-9420
CA-2013-800,2023-04-17,2023-04-17,Same Day,Critical,ED-3885
ES-2012-1290570,2022-11-21,2022-11-27,Standard Class,Medium,BD-11500
IT-2012-3138228,2022-09-08,2022-09-12,Second Class,Medium,RL-19615
ES-2011-2942755,2021-05-18,2021-05-22,Standard Class,Medium,MH-17620
ID-2012-62520,2022-05-16,2022-05-23,Standard Class,Low,TB-21595
IN-2012-75435,2022-09-01,2022-09-02,First Class,High,TB-21520
IN-2014-85858,2024-09-01,2024-09-07,Standard Class,Medium,RO-19780
US-2011-110674,2021-02-13,2021-02-19,Standard Class,Medium,SC-20095
US-2012-106495,2022-06-15,2022-06-17,First Class,Critical,AC-10450
ZI-2014-1780,2024-07-31,2024-08-01,First Class,Critical,GR-4560
NI-2013-5540,2023-06-07,2023-06-14,Standard Class,Medium,PC-9000
MX-2014-138163,2024-09-28,2024-10-02,Standard Class,High,DW-13540
US-2013-123498,2023-12-24,2023-12-26,Second Class,Medium,CC-12100
MX-2013-140354,2023-02-05,2023-02-11,Standard Class,Medium,AA-10315
MX-2011-109365,2021-12-28,2022-01-01,Standard Class,Medium,DC-13285
MX-2013-152002,2023-12-23,2023-12-29,Standard Class,Low,JC-15340
MX-2014-121916,2024-04-04,2024-04-10,Standard Class,Low,NK-18490
ES-2014-3560213,2024-08-28,2024-09-02,Standard Class,Medium,KF-16285
ES-2014-5372716,2024-05-27,2024-06-02,Standard Class,Medium,KD-16495
IT-2013-2268659,2023-02-12,2023-02-18,Standard Class,Medium,DM-12955
IN-2013-76275,2023-09-18,2023-09-22,Standard Class,Medium,JR-16210
IN-2014-20275,2024-11-13,2024-11-19,Standard Class,Medium,OT-18730
IN-2014-67959,2024-05-16,2024-05-22,Standard Class,Medium,SJ-20215
MO-2011-1630,2021-06-13,2021-06-19,Standard Class,Medium,LR-7035
RW-2014-9180,2024-11-21,2024-11-23,Second Class,High,JH-5910
MX-2011-102113,2021-12-01,2021-12-06,Standard Class,Medium,BM-11140
US-2011-111374,2021-04-20,2021-04-24,Second Class,Medium,SH-20635
MX-2012-128132,2022-09-25,2022-09-30,Standard Class,High,EA-14035
IT-2012-4240389,2022-11-29,2022-12-01,Second Class,Medium,ST-20530
IT-2012-3761235,2022-08-24,2022-08-27,First Class,High,FA-14230
ES-2014-4252380,2024-12-15,2024-12-19,Standard Class,Medium,EM-13960
ID-2013-40925,2023-10-06,2023-10-11,Standard Class,Medium,RP-19270
IN-2012-76030,2022-10-26,2022-10-29,First Class,Medium,XP-21865
ID-2013-58740,2023-06-12,2023-06-19,Standard Class,Medium,MK-18160
CA-2014-163139,2024-12-02,2024-12-04,Second Class,High,CC-12670
CA-2014-129833,2024-12-10,2024-12-16,Standard Class,Medium,HF-14995
UP-2014-1960,2024-10-21,2024-10-26,Standard Class,Medium,MM-8280
EG-2011-120,2021-11-01,2021-11-07,Standard Class,Medium,SJ-10215
MO-2013-6160,2023-03-22,2023-03-27,Standard Class,Medium,BF-1170
TU-2012-1570,2022-03-27,2022-04-01,Standard Class,High,VD-11670
MX-2011-104836,2021-10-21,2021-10-25,Standard Class,Medium,SW-20245
US-2013-134019,2023-02-26,2023-03-02,Standard Class,Medium,CJ-12010
US-2013-101049,2023-11-27,2023-12-03,Standard Class,Medium,CS-12490
IT-2013-3447288,2023-07-09,2023-07-14,Second Class,Medium,CA-12055
ES-2014-3540279,2024-08-11,2024-08-16,Standard Class,Medium,CD-12790
CA-2013-141586,2023-10-18,2023-10-21,First Class,Critical,NK-18490
CA-2011-152296,2021-08-01,2021-08-03,First Class,High,IL-15100
US-2012-168732,2022-12-10,2022-12-16,Standard Class,Medium,KM-16660
SA-2014-7690,2024-09-16,2024-09-18,First Class,High,SW-10350
US-2014-150399,2024-07-18,2024-07-24,Standard Class,Medium,NS-18640
US-2014-104724,2024-12-11,2024-12-13,First Class,Medium,KM-16375
US-2012-142951,2022-08-18,2022-08-19,First Class,High,DL-12865
MX-2013-149356,2023-04-12,2023-04-17,Standard Class,Medium,MC-17425
ES-2012-1258420,2022-08-03,2022-08-09,Standard Class,Medium,MA-17995
IT-2012-1052607,2022-08-07,2022-08-10,Second Class,Medium,NP-18700
IT-2014-1168526,2024-09-04,2024-09-10,Standard Class,Medium,KC-16675
IT-2014-5878187,2024-09-25,2024-09-28,First Class,Medium,BF-11020
IN-2013-34835,2023-06-04,2023-06-06,First Class,Medium,VM-21685
IN-2014-53077,2024-08-01,2024-08-05,Standard Class,Medium,AS-10285
IN-2014-24461,2024-03-14,2024-03-19,Standard Class,Medium,EL-13735
ID-2014-81448,2024-11-26,2024-11-30,Second Class,Medium,JC-15775
CA-2011-100293,2021-03-14,2021-03-18,Standard Class,Medium,NF-18475
KE-2011-2120,2021-07-06,2021-07-08,First Class,Medium,MC-7605
NG-2014-370,2024-04-21,2024-04-25,Standard Class,Medium,RD-9585
EG-2014-1540,2024-03-18,2024-03-22,Standard Class,Medium,JL-5130
NI-2013-7510,2023-12-23,2023-12-30,Standard Class,Low,LS-7245
US-2013-107111,2023-06-06,2023-06-11,Second Class,Medium,MS-17710
US-2012-166457,2022-12-20,2022-12-24,Second Class,Medium,EJ-13720
MX-2014-165421,2024-07-02,2024-07-06,Standard Class,High,DB-13360
MX-2012-161214,2022-12-08,2022-12-12,Standard Class,Medium,MH-17455
MX-2013-115588,2023-04-18,2023-04-23,Standard Class,Medium,JH-15985
ES-2012-3034225,2022-03-14,2022-03-14,Same Day,High,RW-19690
IN-2014-24650,2024-08-14,2024-08-16,First Class,High,HA-14905
CA-2011-155208,2021-04-16,2021-04-20,Standard Class,High,SP-20650
TU-2012-1770,2022-02-13,2022-02-15,Second Class,Medium,DB-3060
TO-2014-5740,2024-05-28,2024-05-31,Second Class,Medium,BP-1095
IZ-2012-3760,2022-06-26,2022-06-30,Standard Class,Medium,BT-1305
SF-2014-6000,2024-08-22,2024-08-22,Same Day,Medium,MM-7260
TU-2011-6330,2021-06-29,2021-06-29,Same Day,Critical,DL-3495
TU-2012-370,2022-06-01,2022-06-07,Standard Class,Medium,NC-8415
MX-2012-168249,2022-08-08,2022-08-13,Standard Class,Medium,YC-21895
MX-2014-100783,2024-05-06,2024-05-10,Standard Class,Medium,MG-18205
ES-2014-1771479,2024-05-12,2024-05-14,Second Class,High,TC-21145
ES-2012-1678413,2022-03-21,2022-03-25,Standard Class,Medium,AG-10525
ES-2012-1001818,2022-08-11,2022-08-16,Standard Class,High,FM-14380
IN-2011-24069,2021-12-14,2021-12-16,Second Class,High,DB-13120
ID-2014-39322,2024-09-15,2024-09-20,Standard Class,High,MP-17965
CA-2013-100468,2023-11-25,2023-12-02,Standard Class,Medium,AT-10435
CA-2013-140207,2023-11-06,2023-11-11,Standard Class,Medium,CS-12400
CA-2014-147753,2024-03-06,2024-03-06,Same Day,High,PK-19075
CA-2013-157742,2023-12-30,2024-01-01,Second Class,High,KL-16645
US-2014-133081,2024-03-12,2024-03-16,Standard Class,Medium,PV-18985
CA-2013-113726,2023-11-25,2023-12-02,Standard Class,Medium,SC-20680
CA-2014-111759,2024-07-09,2024-07-13,Standard Class,Medium,MR-17545
CA-2014-166499,2024-03-20,2024-03-21,First Class,Critical,VG-21805
NI-2014-3560,2024-07-16,2024-07-18,Second Class,Critical,DO-3645
CG-2013-2440,2023-11-06,2023-11-08,First Class,Medium,EJ-3720
UP-2013-410,2023-11-02,2023-11-06,Standard Class,Medium,CS-2355
KE-2011-5030,2021-08-12,2021-08-17,Standard Class,Medium,MA-7995
MX-2011-114615,2021-07-04,2021-07-06,First Class,High,DL-13315
MX-2013-117023,2023-08-18,2023-08-20,First Class,Critical,JD-16060
MX-2014-160724,2024-01-28,2024-02-04,Standard Class,Medium,CR-12580
ES-2012-2511184,2022-09-24,2022-09-30,Standard Class,Low,FH-14365
ES-2014-4136794,2024-12-25,2024-12-30,Standard Class,Medium,BS-11755
ES-2013-5727837,2023-09-02,2023-09-08,Standard Class,Medium,CA-11965
IT-2013-4194945,2023-08-07,2023-08-11,Standard Class,High,PN-18775
ID-2012-84171,2022-07-03,2022-07-08,Standard Class,Medium,AF-10870
US-2014-129441,2024-09-08,2024-09-12,Standard Class,Medium,JC-15340
US-2014-144582,2024-05-01,2024-05-06,Standard Class,Medium,TC-21475
IR-2014-5760,2024-11-02,2024-11-07,Second Class,Medium,ND-8460
MX-2014-119620,2024-05-06,2024-05-08,Second Class,Medium,SW-20350
US-2014-148579,2024-04-17,2024-04-22,Standard Class,High,SB-20290
MX-2013-156202,2023-07-09,2023-07-14,Standard Class,Medium,SM-20005
MX-2014-107636,2024-09-02,2024-09-08,Standard Class,Medium,CB-12415
US-2013-137785,2023-06-18,2023-06-23,Standard Class,Medium,RM-19750
MX-2013-141292,2023-10-31,2023-11-02,First Class,Medium,HM-14980
US-2014-122798,2024-07-05,2024-07-10,Standard Class,High,KD-16615
ES-2012-3298245,2022-09-13,2022-09-19,Standard Class,Medium,DR-12880
IN-2013-50578,2023-01-13,2023-01-17,Standard Class,High,LC-16930
CA-2013-153353,2023-08-19,2023-08-25,Standard Class,Medium,GG-14650
GH-2014-8440,2024-09-26,2024-10-01,Standard Class,Medium,SR-10740
EG-2013-2200,2023-09-27,2023-09-27,Same Day,High,JK-5325
IZ-2012-7240,2022-10-10,2022-10-17,Standard Class,Low,AB-60
MX-2013-149510,2023-01-28,2023-01-31,First Class,Critical,VF-21715
MX-2011-120719,2021-09-05,2021-09-09,Standard Class,High,LH-17155
MX-2013-107097,2023-09-06,2023-09-11,Standard Class,Medium,TC-21145
MX-2014-155740,2024-10-23,2024-10-28,Standard Class,Medium,AJ-10780
ID-2014-79131,2024-10-22,2024-10-26,Second Class,Medium,JR-15700
IN-2014-42374,2024-06-10,2024-06-14,Standard Class,Medium,GH-14410
IN-2011-53658,2021-01-25,2021-01-27,First Class,High,LW-17215
IN-2011-70402,2021-07-28,2021-08-02,Standard Class,Medium,BD-11500
CA-2011-104780,2021-05-21,2021-05-25,Standard Class,Medium,BT-11530
CA-2011-105340,2021-11-22,2021-11-25,First Class,Critical,EH-14185
US-2014-101518,2024-11-04,2024-11-09,Standard Class,High,PB-19105
BU-2013-9680,2023-09-09,2023-09-14,Standard Class,Medium,DH-3675
NI-2012-3610,2022-01-30,2022-02-01,Second Class,High,JE-5610
EG-2013-1790,2023-11-06,2023-11-10,Standard Class,High,EM-4065
SU-2013-8440,2023-08-06,2023-08-06,Same Day,High,MW-8220
TX-2013-490,2023-12-20,2023-12-22,Second Class,High,SC-10770
BO-2014-2490,2024-08-06,2024-08-10,Standard Class,Medium,VG-11790
MX-2014-124065,2024-11-18,2024-11-25,Standard Class,Medium,CK-12595
MX-2011-145198,2021-10-25,2021-10-27,Second Class,High,JG-15160
ID-2013-59244,2023-12-17,2023-12-22,Standard Class,Medium,TS-21505
ID-2012-30838,2022-09-18,2022-09-23,Standard Class,Medium,LD-16855
CA-2012-131128,2022-10-19,2022-10-20,First Class,Medium,TB-21520
CA-2011-107181,2021-02-05,2021-02-09,Standard Class,High,DB-13270
CA-2013-163986,2023-09-04,2023-09-11,Standard Class,Medium,JJ-15445
CA-2012-154886,2022-11-08,2022-11-12,Standard Class,Medium,SW-20455
CA-2011-133305,2021-07-11,2021-07-15,Standard Class,Medium,MH-17455
CA-2013-136595,2023-09-06,2023-09-08,First Class,High,EM-13825
US-2011-163146,2021-05-16,2021-05-20,Standard Class,Medium,CC-12475
IZ-2013-4340,2023-04-04,2023-04-06,First Class,High,AR-540
BO-2014-2640,2024-08-08,2024-08-09,First Class,High,TW-11025
TU-2013-5000,2023-12-25,2023-12-30,Standard Class,Medium,ML-7410
US-2013-103513,2023-12-26,2023-12-28,Second Class,Critical,YS-21880
MX-2011-141187,2021-06-27,2021-07-01,Standard Class,Medium,RA-19285
ES-2011-2931507,2021-06-20,2021-06-24,Standard Class,High,SM-20950
IN-2012-36816,2022-05-02,2022-05-08,Standard Class,Low,AG-10330
ID-2014-46518,2024-07-25,2024-07-30,Standard Class,High,JE-16165
ID-2013-60637,2023-04-19,2023-04-23,Standard Class,Medium,BD-11320
IN-2014-76226,2024-09-23,2024-09-28,Standard Class,Medium,CR-12820
US-2013-142251,2023-11-01,2023-11-05,Second Class,Medium,FO-14305
CA-2012-149566,2022-12-05,2022-12-10,Standard Class,Medium,GB-14530
CA-2013-125724,2023-09-23,2023-09-28,Standard Class,Medium,SM-20950
CG-2011-1930,2021-02-22,2021-02-26,Standard Class,Medium,PH-8790
IZ-2013-9940,2023-08-21,2023-08-26,Standard Class,Medium,BH-1710
MX-2013-108385,2023-05-24,2023-05-29,Second Class,Medium,AG-10765
ES-2014-1831907,2024-12-01,2024-12-06,Standard Class,Medium,SC-20800
IN-2014-46343,2024-09-23,2024-09-27,Standard Class,Medium,JW-15220
ID-2012-64004,2022-09-04,2022-09-08,Standard Class,High,PG-18820
US-2011-117744,2021-12-02,2021-12-06,Standard Class,Medium,MD-17860
CA-2014-131492,2024-10-20,2024-10-25,Second Class,Medium,HH-15010
CA-2014-118367,2024-10-29,2024-11-03,Second Class,Medium,LO-17170
CA-2013-102596,2023-12-28,2023-12-31,First Class,Medium,RD-19810
MO-2014-210,2024-01-20,2024-01-24,Standard Class,Medium,CM-2190
TO-2014-8550,2024-08-08,2024-08-13,Standard Class,Medium,DM-3345
TU-2012-7500,2022-10-24,2022-10-28,Standard Class,High,AH-465
NI-2011-4520,2021-03-16,2021-03-20,Standard Class,Medium,SV-10935
US-2012-130932,2022-10-12,2022-10-14,Second Class,High,AG-10330
